,stars,tags,text
338,4,Positive,I've eaten there several times in the past & the food was excellent!! Unfortunately not so much anymore. Still good though & I will eat there again in future ☺️
339,5,Positive,I did not think the extra avocado was worth it. There was probably only 2 slices on my burger. But all of the other food items were perfect
340,4,Positive,Love Veggie Grill!!
341,3,Negative,Usually good food. I like it. The tofu was not good this time
342,4,Positive,"Good food,  very fast today, but burger was cold."
343,3,Positive,I love this restaurant; but the food was below like warm
344,5,Positive,Great service and food!
345,2,Negative,I asked for one of my bowls to be with tofu and they gave me both with chicken. I also specifically called and asked for extra sauce which was not given either.
346,2,Negative,The restaurant was fine. The delivery was a nightmare. The driver couldn't find my office bldg and the food was cold when it finally arrived
347,1,Negative,Totally not cool how late this was and how delivery time kept being pushed back.  That is my biggest pet peeve about food delivery services. I definitely will not recommend GrubHub to my friends. 
348,5,Positive,Will try it again. Good vegetarian food!
349,1,Negative,Veggie grill is great. GrubHub's delivery service is terrible
350,4,Positive,"Thought I ordered roasted broccoli, but couldn't find it on the receipt or in my bag;  fries were cold; burger was awesome."
351,2,Negative,Disappointed that it took almost 90 minutes to arrive and was not warm even though restaurant was less than five minutes away.
352,1,Positive,The restaurant is great.
353,1,Negative,"Waste of money, was cold and didn't taste very good. The fact that the order was 2 hrs late really puts the cherry on top.How ever I will say that's probably nothing on the restaurant. "
354,2,Negative,30 minute delivery window consistently increased until over 1.5 hrs from order time. Food arrived cold after the wait. 
355,5,Positive,"Good food, hot, fast, and delicious."
356,5,Positive,I like that there is a place I can order and know it's plant based.
357,1,Negative,the order over 1 late the food come very cold and looks like it been eaten  
358,3,Negative,The food is nasty AF.  
359,1,Negative,Was it the restaurant though? It was an hour late and everything was cold!
360,4,Neutral,"Always great. My fries were really dry and cold today, but I guess it's to be expected with delivery 🤷🏿‍♀️"
361,1,Neutral,Restaurant was fine. The food sat for an hour and I had to eat it quickly
362,2,Positive,Great food love the vegan choice
363,3,Negative,"The food was ok, portions were pretty small, and we did not receive any cutlery or napkins, nor was anything marked so it was hard to tell what was what. The hot items were NOT hot, and had been placed with the salads, so yeah, not the best."
364,5,Positive,Really good food!!
365,2,Negative,Not the driver's fault. Came cold and rubbery.
366,5,Positive,One of my favorites
367,5,Neutral,my nashville hot chickin sandwich was delicious. I also really enjoyed the roasted yams. Perfect vegetarian dinner! 
368,3,Negative,"Restaurant is great, delivery was an hour after I ordered and, at order, delivery was quoted as 25 to 35 minutes."
369,2,Positive,I love veggie grill. The delivery was sub par
370,5,Positive,I like having vegan options
371,1,Negative,The delivery person was horrible
372,5,Positive,Generally very good
373,1,Negative,Why did it take an hour and 20 minutes to get my food delivered.  Idk whose fault
374,2,Positive,Restaurant is tasty. This time food arrived cold.
375,3,Positive,"The time expectation for Grubhub deliveries is usually fairly off, but this posted 20-32 minutes, but arrived over an hour after ordering. Either get rid of this function or fix it!
This order, the food was warm and normal delicious, but that’s not always that case."
376,1,Negative,The restaurant was fine it was the driver or Grubhub who took 2.5hrs to deliver. The food wasn't good only because it was cold after sitting at the restaurant for that long
377,5,Positive,Love veggie grill!
378,5,Positive,I love it! So glad it's available on GrubHub.
379,5,Positive,The food was amazing I got the delivery early which is great I was super hungry
380,2,Positive,"The food was great!  The order was over an hour late.  I have proof of when the restaurant order was prepared and ready.  The driver delivered it over an hour after that. The food was great, but my experience with delivery from this driver was NOT ACCEPTABLE!!!  He refused to get out of his car and walk to the front door, street-level house."
381,1,Negative,I ordered vegan lasagna. I received breadcrumbs and marinara sauce. Yuck 
382,5,Positive,Always really good food
383,4,Positive,It was good. Would have liked some condiments with my order. Needed salt or hot sauce
384,4,Positive,Veggie grill is good. Please include more vegan restaurants on GH
385,4,Positive,"Overall good, driver seemed confused on where to go initially but found the office"
386,5,Positive,the guy delivering was really nice. and the chat team was nice. 
387,3,Negative,Food was so cold and soggy by the time it got to me.
388,3,Neutral,super small portion sizes
389,2,Neutral,Food arrived cold.
390,5,Positive,Very good sandwich. I wish the fries were crisper. But overall good food.
391,3,Negative,Food was delicious except cold.
392,5,Positive,Driver very courteous
393,1,Negative,Restaurant was fine - a little cold.  It was delivered at 1255 although I put in a delivery time of 1215.  My lunch meeting was awkward because the food was not on time
394,1,Negative,"Food was cold.
 Veggie burger and Fries.
I live less than a mile from the Restaurant, so I’m assuming it was cold when Delivery Driver picked up."
395,2,Negative,"The restaurant replaced the “chicken” in my “BBQ Chicken Salad” with tofu. As a food service Dietitian I want them to know that’s not okay. Please do not make substitutions without alerting the customer. You do not know what allergies people have.

Also wish they’d add their desserts back to the app for ordering."
396,5,Positive,Missing your harvest bowl!  But lots of great dishes!
397,5,Positive,"Veggie Grill has fantastic food, good selection and the are consistent"
398,5,Positive,very good and yummy
399,4,Positive,Good food. Yum
400,4,Positive,Good veggie food. This is my first time ordering from them and I will do it again.
401,2,Negative,My order was late and wrong.
402,4,Negative,The bacon was super burnt and the fries were very cold. 
403,2,Positive,Food is great
404,5,Positive,Delicious food. Absolutely would order again. (And the delivery guy was adorable!)
405,4,Negative,"Ok, too bad they sent one wrong item"
406,3,Positive,"Food was good but completely cold, and the sandwich was really slipped together in the container. Still tasty at least."
407,5,Positive,"Amazing burger. Although a bit expensive, it was really tasty"
408,1,Negative,It was 30 minutes late and the food was ice cold.
409,5,Positive,One of the best restaurants
410,3,Negative,"Food was colder than usual. Also, I had ordered a chocolate chip cookie, but received an oatmeal raisin cookie instead -- not sure if this was a mistake or substitution."
411,5,Positive,Amazing tempura green beans!! 
412,5,Positive,I think it's good
413,2,Negative,Restaurant good. Driver not good.
414,4,Positive,The food was good but i would have liked more purely vegan options.
415,1,Negative,Not delivered. Address not followed. I am still waiting 
416,5,Positive,Best tofu I've ever had!
417,2,Negative,Food was cold when it arrived
